job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills
33,Project Manager,Business,Master,Business,3,"['Agile Methodology', 'Budgeting', 'Stakeholder Management', 'Scrum', 'Kanban', 'Gantt Charts', 'Risk Management', 'Resource Allocation', 'JIRA/Asana/Trello (project management software)', 'Microsoft Project']","['Leadership', 'Organization']","['agile methodology', 'budgeting', 'stakeholder management', 'scrum', 'kanban', 'gantt charts', 'risk management', 'resource allocation', 'jira/asana/trello (project management software)', 'microsoft project']","['leadership', 'organization']","['agile methodology', 'budgeting', 'stakeholder management', 'scrum', 'kanban', 'gantt charts', 'risk management', 'resource allocation', 'jira/asana/trello (project management software)', 'microsoft project', 'leadership', 'organization']"
34,Venture Capital Analyst,Finance,Master,Business,2,"['Financial Modeling', 'Due Diligence', 'Market Analysis', 'Valuation Techniques', 'Deal Sourcing', 'Term Sheet Analysis', 'Investment Thesis Development', 'Financial Statement Analysis', 'Cap Table Management', 'Pitch Deck Evaluation']","['Analytical Thinking', 'Communication']","['financial modeling', 'due diligence', 'market analysis', 'valuation techniques', 'deal sourcing', 'term sheet analysis', 'investment thesis development', 'financial statement analysis', 'cap table management', 'pitch deck evaluation']","['analytical thinking', 'communication']","['financial modeling', 'due diligence', 'market analysis', 'valuation techniques', 'deal sourcing', 'term sheet analysis', 'investment thesis development', 'financial statement analysis', 'cap table management', 'pitch deck evaluation', 'analytical thinking', 'communication']"
35,Fund Manager,Finance,Master,Business,5,"['Portfolio Management', 'Investment Strategies', 'Risk Assessment', 'Asset Allocation', 'Financial Markets Knowledge (Equities, Fixed Income, Derivatives)', 'Quantitative Analysis', 'Bloomberg Terminal/Refinitiv Eikon', 'Regulatory Compliance (e.g., SEC)', 'Performance Attribution', 'Macroeconomic Analysis']","['Decision-Making', 'Leadership']","['portfolio management', 'investment strategies', 'risk assessment', 'asset allocation', 'financial markets knowledge (equities, fixed income, derivatives)', 'quantitative analysis', 'bloomberg terminal/refinitiv eikon', 'regulatory compliance (e.g., sec)', 'performance attribution', 'macroeconomic analysis']","['decision-making', 'leadership']","['portfolio management', 'investment strategies', 'risk assessment', 'asset allocation', 'financial markets knowledge (equities, fixed income, derivatives)', 'quantitative analysis', 'bloomberg terminal/refinitiv eikon', 'regulatory compliance (e.g., sec)', 'performance attribution', 'macroeconomic analysis', 'decision-making', 'leadership']"
36,Sales Executive,Retail and Sales,nan,Business,1,"['CRM', 'Negotiation', 'Market Research', 'Lead Qualification', 'Closing Techniques', 'Product Knowledge', 'Sales Pitch Development', 'Objection Handling', 'Salesforce or similar CRM software', 'Pipeline Management']","['Communication', 'Persuasion']","['crm', 'negotiation', 'market research', 'lead qualification', 'closing techniques', 'product knowledge', 'sales pitch development', 'objection handling', 'salesforce or similar crm software', 'pipeline management']","['communication', 'persuasion']","['crm', 'negotiation', 'market research', 'lead qualification', 'closing techniques', 'product knowledge', 'sales pitch development', 'objection handling', 'salesforce or similar crm software', 'pipeline management', 'communication', 'persuasion']"
37,Entrepreneur / Startup Founder,Business,nan,Business,3,"['Business Planning', 'Fundraising', 'Product Development', 'Market Validation', 'Financial Projections', 'Lean Startup Methodology', 'Pitch Deck Creation', 'MVP (Minimum Viable Product) Development', 'Sales & Marketing Strategy', 'Legal Structuring (basic understanding)']","['Leadership', 'Risk-Taking']","['business planning', 'fundraising', 'product development', 'market validation', 'financial projections', 'lean startup methodology', 'pitch deck creation', 'mvp (minimum viable product) development', 'sales & marketing strategy', 'legal structuring (basic understanding)']","['leadership', 'risk-taking']","['business planning', 'fundraising', 'product development', 'market validation', 'financial projections', 'lean startup methodology', 'pitch deck creation', 'mvp (minimum viable product) development', 'sales & marketing strategy', 'legal structuring (basic understanding)', 'leadership', 'risk-taking']"
38,Strategy Consultant,Business,Master,Business,4,"['Market Analysis', 'Competitive Research', 'Business Modeling', 'Financial Analysis', 'Data Analysis', 'Problem Structuring', 'Quantitative Analysis', 'PowerPoint', ""Industry Analysis (Porter's Five Forces, SWOT)"", 'Implementation Planning']","['Critical Thinking', 'Communication']","['market analysis', 'competitive research', 'business modeling', 'financial analysis', 'data analysis', 'problem structuring', 'quantitative analysis', 'powerpoint', ""industry analysis (porter's five forces, swot)"", 'implementation planning']","['critical thinking', 'communication']","['market analysis', 'competitive research', 'business modeling', 'financial analysis', 'data analysis', 'problem structuring', 'quantitative analysis', 'powerpoint', ""industry analysis (porter's five forces, swot)"", 'implementation planning', 'critical thinking', 'communication']"
39,Business Analyst,Business,Bachelor,Business,2,"['Data Analysis', 'Process Improvement', 'Requirement Gathering', 'SQL', 'UML (Unified Modeling Language)', 'Business Process Modeling Notation (BPMN)', 'Microsoft Visio', 'JIRA/Confluence', 'Use Cases', 'Data Mapping']","['Problem-Solving', 'Communication']","['data analysis', 'process improvement', 'requirement gathering', 'sql', 'uml (unified modeling language)', 'business process modeling notation (bpmn)', 'microsoft visio', 'jira/confluence', 'use cases', 'data mapping']","['problem-solving', 'communication']","['data analysis', 'process improvement', 'requirement gathering', 'sql', 'uml (unified modeling language)', 'business process modeling notation (bpmn)', 'microsoft visio', 'jira/confluence', 'use cases', 'data mapping', 'problem-solving', 'communication']"
40,Real Estate Analyst,Finance,Bachelor,Business,2,"['Market Research', 'Financial Modeling', 'Property Valuation', 'Argus Enterprise', 'Comparable Sales Analysis', 'Feasibility Studies', 'Discounted Cash Flow (DCF) for real estate', 'Lease Analysis', 'Zoning and Land Use Regulations', 'GIS software (e.g., ArcGIS, QGIS) for location analysis']","['Analytical Thinking', 'Attention to Detail']","['market research', 'financial modeling', 'property valuation', 'argus enterprise', 'comparable sales analysis', 'feasibility studies', 'discounted cash flow (dcf) for real estate', 'lease analysis', 'zoning and land use regulations', 'gis software (e.g., arcgis, qgis) for location analysis']","['analytical thinking', 'attention to detail']","['market research', 'financial modeling', 'property valuation', 'argus enterprise', 'comparable sales analysis', 'feasibility studies', 'discounted cash flow (dcf) for real estate', 'lease analysis', 'zoning and land use regulations', 'gis software (e.g., arcgis, qgis) for location analysis', 'analytical thinking', 'attention to detail']"
41,Doctor (General Practitioner),Healthcare,Master,Medicine (Medicine and Nursing Students),3,"['Diagnosis', 'Patient Care', 'Medical Knowledge', 'Electronic Health Records (EHR) systems', 'Pharmacology', 'Surgical Procedures (minor)', 'Diagnostic interpretation (lab results, imaging)', 'Emergency Medical Procedures (BLS, ACLS)', 'Immunization protocols', 'Medical documentation']","['Empathy', 'Communication']","['diagnosis', 'patient care', 'medical knowledge', 'electronic health records (ehr) systems', 'pharmacology', 'surgical procedures (minor)', 'diagnostic interpretation (lab results, imaging)', 'emergency medical procedures (bls, acls)', 'immunization protocols', 'medical documentation']","['empathy', 'communication']","['diagnosis', 'patient care', 'medical knowledge', 'electronic health records (ehr) systems', 'pharmacology', 'surgical procedures (minor)', 'diagnostic interpretation (lab results, imaging)', 'emergency medical procedures (bls, acls)', 'immunization protocols', 'medical documentation', 'empathy', 'communication']"
42,Surgeon,Healthcare,Master,Medicine (Medicine and Nursing Students),5,"['Surgical Procedures', 'Anatomy', 'Patient Management', 'Surgical Instruments Proficiency', 'Operating Room Protocol', 'Pre-operative Assessment', 'Post-operative Care', 'Suturing Techniques', 'Robotic Surgery (depending on specialization)', 'Medical Imaging Interpretation (CT, MRI)']","['Precision', 'Stress Management']","['surgical procedures', 'anatomy', 'patient management', 'surgical instruments proficiency', 'operating room protocol', 'pre-operative assessment', 'post-operative care', 'suturing techniques', 'robotic surgery (depending on specialization)', 'medical imaging interpretation (ct, mri)']","['precision', 'stress management']","['surgical procedures', 'anatomy', 'patient management', 'surgical instruments proficiency', 'operating room protocol', 'pre-operative assessment', 'post-operative care', 'suturing techniques', 'robotic surgery (depending on specialization)', 'medical imaging interpretation (ct, mri)', 'precision', 'stress management']"
43,Nurse,Healthcare,Bachelor,Medicine (Medicine and Nursing Students),2,"['Patient Care', 'Medication Administration', 'First Aid', 'Electronic Health Records (EHR) systems', 'Vital Signs Monitoring', 'Wound Care', 'IV Insertion', 'Basic Life Support (BLS)', 'Sterile Technique', 'Patient Assessment']","['Compassion', 'Teamwork']","['patient care', 'medication administration', 'first aid', 'electronic health records (ehr) systems', 'vital signs monitoring', 'wound care', 'iv insertion', 'basic life support (bls)', 'sterile technique', 'patient assessment']","['compassion', 'teamwork']","['patient care', 'medication administration', 'first aid', 'electronic health records (ehr) systems', 'vital signs monitoring', 'wound care', 'iv insertion', 'basic life support (bls)', 'sterile technique', 'patient assessment', 'compassion', 'teamwork']"
44,Dentist,Healthcare,Master,Medicine (Medicine and Nursing Students),3,"['Dental Procedures', 'Oral Health', 'Patient Education', 'Dental X-ray interpretation', 'Local Anesthesia Administration', 'Restorative Dentistry (fillings, crowns)', 'Endodontics (root canals)', 'Exodontia (extractions)', 'Periodontal procedures', 'Dental charting software']","['Manual Dexterity', 'Communication']","['dental procedures', 'oral health', 'patient education', 'dental x-ray interpretation', 'local anesthesia administration', 'restorative dentistry (fillings, crowns)', 'endodontics (root canals)', 'exodontia (extractions)', 'periodontal procedures', 'dental charting software']","['manual dexterity', 'communication']","['dental procedures', 'oral health', 'patient education', 'dental x-ray interpretation', 'local anesthesia administration', 'restorative dentistry (fillings, crowns)', 'endodontics (root canals)', 'exodontia (extractions)', 'periodontal procedures', 'dental charting software', 'manual dexterity', 'communication']"
45,Pharmacist,Healthcare,Master,Medicine (Medicine and Nursing Students),2,"['Medication Management', 'Pharmaceutical Knowledge', 'Dosage Calculation', 'Drug Interactions Analysis', 'Compounding Medications', 'Pharmacy Dispensing Software', 'Inventory Management (pharmacy)', 'Vaccine Administration', 'Patient Counseling on medications', 'Pharmacokinetics']","['Attention to Detail', 'Customer Service']","['medication management', 'pharmaceutical knowledge', 'dosage calculation', 'drug interactions analysis', 'compounding medications', 'pharmacy dispensing software', 'inventory management (pharmacy)', 'vaccine administration', 'patient counseling on medications', 'pharmacokinetics']","['attention to detail', 'customer service']","['medication management', 'pharmaceutical knowledge', 'dosage calculation', 'drug interactions analysis', 'compounding medications', 'pharmacy dispensing software', 'inventory management (pharmacy)', 'vaccine administration', 'patient counseling on medications', 'pharmacokinetics', 'attention to detail', 'customer service']"
46,Physiotherapist,Healthcare,Bachelor,Medicine (Medicine and Nursing Students),2,"['Rehabilitation Techniques', 'Exercise Prescription', 'Patient Assessment', 'Manual Therapy', 'Electrotherapy', 'Therapeutic Exercise Programming', 'Gait Analysis', 'Postural Assessment', 'Injury Diagnosis (musculoskeletal)', 'Use of rehabilitation equipment']","['Empathy', 'Patience']","['rehabilitation techniques', 'exercise prescription', 'patient assessment', 'manual therapy', 'electrotherapy', 'therapeutic exercise programming', 'gait analysis', 'postural assessment', 'injury diagnosis (musculoskeletal)', 'use of rehabilitation equipment']","['empathy', 'patience']","['rehabilitation techniques', 'exercise prescription', 'patient assessment', 'manual therapy', 'electrotherapy', 'therapeutic exercise programming', 'gait analysis', 'postural assessment', 'injury diagnosis (musculoskeletal)', 'use of rehabilitation equipment', 'empathy', 'patience']"
47,Radiologist,Healthcare,Master,Medicine (Medicine and Nursing Students),4,"['Medical Imaging', 'Diagnosis', 'Radiation Safety', 'X-ray Interpretation', 'CT Scan Interpretation', 'MRI Interpretation', 'Ultrasound Interpretation', 'PACS (Picture Archiving and Communication System) software', 'Image-guided procedures', 'Contrast media administration']","['Analytical Thinking', 'Attention to Detail']","['medical imaging', 'diagnosis', 'radiation safety', 'x-ray interpretation', 'ct scan interpretation', 'mri interpretation', 'ultrasound interpretation', 'pacs (picture archiving and communication system) software', 'image-guided procedures', 'contrast media administration']","['analytical thinking', 'attention to detail']","['medical imaging', 'diagnosis', 'radiation safety', 'x-ray interpretation', 'ct scan interpretation', 'mri interpretation', 'ultrasound interpretation', 'pacs (picture archiving and communication system) software', 'image-guided procedures', 'contrast media administration', 'analytical thinking', 'attention to detail']"
