id_num,job_title,short_description,industry,pay_grade,normalized_skills,missing_skills,skill_gap_percentage,skill_gap_priority
637,Golf Course Maintenance,Maintain golf course grounds and facilities,Recreation,Low paying,"['landscaping', 'equipment operation', 'physical labor', 'attention to detail', 'early hours']",['attention to detail physical stamina environmental awareness equipment operation problem solving'],100.0,Critical
637,Golf Course Maintenance,Maintain golf course grounds and facilities,Recreation,Low paying,"['landscaping', 'equipment operation', 'physical labor', 'attention to detail', 'early hours']","['attention to detail', 'early hours', 'equipment operation', 'landscaping', 'physical labor']",100.0,Critical
638,Lifeguard,Monitor swimming areas and ensure safety of swimmers,Recreation,Low paying,"['swimming skills', 'cpr', 'first aid', 'safety awareness', 'physical fitness', 'vigilance']","['cpr', 'first aid', 'physical fitness', 'safety awareness', 'swimming skills', 'vigilance']",100.0,Critical
639,Ski Lift Operator,Operate ski lifts and assist skiers,Recreation,Low paying,"['equipment operation', 'customer service', 'safety procedures', 'physical activity', 'weather tolerance']","['customer service', 'equipment operation', 'physical activity', 'safety procedures', 'weather tolerance']",100.0,Critical
640,Boat Rental Attendant,Rent boats and provide safety instructions,Recreation,Low paying,"['boating knowledge', 'customer service', 'safety procedures', 'physical activity', 'communication']","['boating knowledge', 'communication', 'customer service', 'physical activity', 'safety procedures']",100.0,Critical
641,Senior Quality Engineer,Lead quality assurance programs and process improvements,Manufacturing,High paying,"['quality management', 'statistical analysis', 'process improvement', 'leadership', 'compliance']","['compliance', 'leadership', 'process improvement', 'quality management', 'statistical analysis']",100.0,Critical
642,Director of Operations,Oversee operational excellence and strategic initiatives,Business Services,High paying,"['operations management', 'strategic planning', 'leadership', 'process optimization', 'p&l management']","['leadership', 'operations management', 'p&l management', 'process optimization', 'strategic planning']",100.0,Critical
643,Principal UX Designer,Lead user experience design for complex digital products,Technology,High paying,"['ux design', 'design systems', 'user research', 'prototyping', 'design leadership']","['design leadership', 'design systems', 'prototyping', 'user research', 'ux design']",100.0,Critical
644,Senior Research Scientist,Conduct advanced research and lead scientific projects,Science & Research,High paying,"['research methodology', 'scientific analysis', 'grant writing', 'team leadership', 'publication']","['grant writing', 'publication', 'research methodology', 'scientific analysis', 'team leadership']",100.0,Critical
645,Chief Technology Officer,Define technology vision and lead engineering organizations,Executive Leadership,High paying,"['technology strategy', 'engineering leadership', 'innovation', 'digital transformation', 'executive management']",['strategic thinking innovation leadership technical vision team building'],100.0,Critical
645,Chief Technology Officer,Define technology vision and lead engineering organizations,Executive Leadership,High paying,"['technology strategy', 'engineering leadership', 'innovation', 'digital transformation', 'executive management']","['digital transformation', 'engineering leadership', 'executive management', 'innovation', 'technology strategy']",100.0,Critical
646,Investment Banking Director,Lead M&A transactions and client relationships,Finance,High paying,"['corporate finance', 'deal structuring', 'client management', 'team leadership', 'financial modeling']","['client management', 'corporate finance', 'deal structuring', 'financial modeling', 'team leadership']",100.0,Critical
647,Chief Operating Officer,Oversee all operational aspects of the organization,Executive Leadership,High paying,"['operations strategy', 'executive leadership', 'process optimization', 'change management', 'p&l management']",['operations management leadership strategic thinking process improvement decision making'],100.0,Critical
647,Chief Operating Officer,Oversee all operational aspects of the organization,Executive Leadership,High paying,"['operations strategy', 'executive leadership', 'process optimization', 'change management', 'p&l management']","['change management', 'executive leadership', 'operations strategy', 'p&l management', 'process optimization']",100.0,Critical
648,Senior Tax Manager,Manage complex tax planning and compliance for corporations,Finance,High paying,"['tax strategy', 'corporate tax', 'regulatory compliance', 'team leadership', 'financial planning']","['corporate tax', 'financial planning', 'regulatory compliance', 'tax strategy', 'team leadership']",100.0,Critical
649,Principal Solutions Architect,Design enterprise-level technical solutions,Technology,High paying,"['solution architecture', 'technical leadership', 'client consulting', 'system integration', 'innovation']","['client consulting', 'innovation', 'solution architecture', 'system integration', 'technical leadership']",100.0,Critical
650,VP of Sales,Lead sales organization and revenue growth strategies,Sales,High paying,"['sales leadership', 'revenue strategy', 'team building', 'market development', 'executive presence']","['executive presence', 'market development', 'revenue strategy', 'sales leadership', 'team building']",100.0,Critical
651,Digital Product Manager,Manage digital product development and user experience,Technology,Average paying,"['product management', 'digital strategy', 'user experience', 'agile development', 'analytics']",['product management technology strategy communication problem solving leadership'],100.0,Critical
651,Digital Product Manager,Manage digital product development and user experience,Technology,Average paying,"['product management', 'digital strategy', 'user experience', 'agile development', 'analytics']","['agile development', 'analytics', 'digital strategy', 'product management', 'user experience']",100.0,Critical
652,Brand Manager,Develop and execute brand strategies and campaigns,Marketing,Average paying,"['brand management', 'marketing strategy', 'campaign development', 'market research', 'creative direction']","['brand management', 'campaign development', 'creative direction', 'market research', 'marketing strategy']",100.0,Critical
